TimeStamp	XROriginPos	XROriginRot	XRHeadPos	XRHeadRot	HandLPos	HandLRot	HandRPos	HandRRot	CollisionCount	FrameCount	ReportedEventsCount	
638134327038164975	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14194, 2.63359, -1.08928)	(0.05224, 0.43603, -0.04991, -0.89703)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	975	0	
638134327038424976	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14185, 2.63362, -1.08918)	(0.05213, 0.43605, -0.04985, -0.89703)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	978	0	
638134327038645054	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14201, 2.63356, -1.08921)	(0.05188, 0.43600, -0.04974, -0.89707)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	980	0	
638134327038755056	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14235, 2.63349, -1.08903)	(0.05184, 0.43614, -0.04976, -0.89701)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	981	0	
638134327038975040	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14218, 2.63351, -1.08907)	(0.05168, 0.43605, -0.04977, -0.89706)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	983	0	
638134327039202752	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14235, 2.63352, -1.08912)	(0.05182, 0.43597, -0.04974, -0.89709)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	985	0	
638134327039432760	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14264, 2.63352, -1.08905)	(0.05192, 0.43593, -0.04968, -0.89711)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	987	0	
638134327039682773	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14260, 2.63348, -1.08905)	(0.05202, 0.43626, -0.04978, -0.89693)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	988	0	
638134327039762773	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14247, 2.63357, -1.08895)	(0.05221, 0.43637, -0.04976, -0.89687)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	989	0	
638134327039972755	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14265, 2.63371, -1.08883)	(0.05229, 0.43661, -0.04980, -0.89675)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	992	0	
638134327040190299	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14279, 2.63371, -1.08887)	(0.05222, 0.43667, -0.04972, -0.89673)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	994	0	
638134327040420646	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14281, 2.63364, -1.08869)	(0.05238, 0.43685, -0.04961, -0.89664)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	996	0	
638134327040640409	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13966, 2.63323, -1.08976)	(0.05242, 0.43493, -0.05078, -0.89750)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	998	0	
638134327040750402	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13962, 2.63318, -1.08973)	(0.05229, 0.43497, -0.05075, -0.89749)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	999	0	
638134327040970399	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13950, 2.63315, -1.08978)	(0.05216, 0.43498, -0.05052, -0.89751)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1001	0	
638134327041230393	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13947, 2.63324, -1.08976)	(0.05212, 0.43495, -0.05050, -0.89753)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1002	0	
638134327041430396	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14002, 2.63343, -1.09001)	(0.05228, 0.43482, -0.05023, -0.89759)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1005	0	
638134327041645480	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14041, 2.63350, -1.08996)	(0.05223, 0.43467, -0.05010, -0.89768)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1007	0	
638134327041755472	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14047, 2.63351, -1.08997)	(0.05218, 0.43461, -0.05006, -0.89771)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1008	0	
638134327041977836	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14070, 2.63343, -1.08992)	(0.05231, 0.43457, -0.05009, -0.89772)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1010	0	
638134327042198046	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14096, 2.63349, -1.08983)	(0.05257, 0.43466, -0.05015, -0.89766)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1012	0	
638134327042417842	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14115, 2.63353, -1.08986)	(0.05261, 0.43465, -0.05015, -0.89766)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1014	0	
638134327042777845	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14132, 2.63352, -1.08993)	(0.05230, 0.43471, -0.05003, -0.89766)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1016	0	
638134327042787839	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14132, 2.63352, -1.08993)	(0.05230, 0.43471, -0.05003, -0.89766)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1016	0	
638134327042967825	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14168, 2.63337, -1.08996)	(0.05216, 0.43476, -0.04999, -0.89764)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1019	0	
638134327043197376	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14187, 2.63341, -1.09004)	(0.05234, 0.43480, -0.04997, -0.89761)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1021	0	
638134327043417386	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14205, 2.63342, -1.09004)	(0.05224, 0.43478, -0.04984, -0.89764)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1023	0	
638134327043637382	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14134, 2.63369, -1.08978)	(0.05207, 0.43469, -0.04990, -0.89769)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1025	0	
638134327043757373	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14142, 2.63367, -1.08981)	(0.05207, 0.43466, -0.04989, -0.89770)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1026	0	
638134327043977360	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14160, 2.63362, -1.08986)	(0.05229, 0.43453, -0.04983, -0.89776)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1028	0	
638134327044337370	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14184, 2.63357, -1.08985)	(0.05242, 0.43453, -0.04984, -0.89775)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1030	0	
638134327044377461	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13854, 2.63351, -1.09054)	(0.05233, 0.43260, -0.05064, -0.89864)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1031	0	
638134327044643892	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13846, 2.63351, -1.09064)	(0.05224, 0.43248, -0.05068, -0.89870)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1034	0	
638134327044754000	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13843, 2.63348, -1.09063)	(0.05221, 0.43253, -0.05061, -0.89868)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1035	0	
638134327044974873	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13839, 2.63364, -1.09064)	(0.05224, 0.43253, -0.05063, -0.89868)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1037	0	
638134327045194661	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13938, 2.63363, -1.09115)	(0.05264, 0.43242, -0.05030, -0.89873)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1039	0	
638134327045394661	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.13969, 2.63350, -1.09104)	(0.05271, 0.43250, -0.05027, -0.89869)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1040	0	
638134327045644780	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14037, 2.63355, -1.09105)	(0.05270, 0.43230, -0.05016, -0.89879)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1043	0	
638134327045884771	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14048, 2.63354, -1.09110)	(0.05257, 0.43216, -0.05013, -0.89886)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1044	0	
638134327045974783	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14076, 2.63347, -1.09117)	(0.05249, 0.43196, -0.05019, -0.89897)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1046	0	
638134327046194780	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14099, 2.63343, -1.09128)	(0.05261, 0.43191, -0.05020, -0.89898)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1048	0	
638134327046418371	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14114, 2.63340, -1.09103)	(0.05276, 0.43202, -0.05015, -0.89892)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1050	0	
638134327046645038	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14136, 2.63335, -1.09110)	(0.05273, 0.43207, -0.05011, -0.89890)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1052	0	
638134327046764978	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14148, 2.63331, -1.09114)	(0.05271, 0.43209, -0.05009, -0.89889)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1053	0	
638134327046974972	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14175, 2.63325, -1.09120)	(0.05269, 0.43226, -0.05014, -0.89881)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1055	0	
638134327047194968	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14200, 2.63320, -1.09127)	(0.05272, 0.43228, -0.05007, -0.89880)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1057	0	
638134327047444997	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14214, 2.63315, -1.09127)	(0.05274, 0.43232, -0.05000, -0.89879)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1058	0	
638134327047635941	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14094, 2.63331, -1.09077)	(0.05250, 0.43233, -0.04989, -0.89880)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1061	0	
638134327047755955	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14085, 2.63327, -1.09077)	(0.05246, 0.43222, -0.04985, -0.89886)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1062	0	
638134327047973483	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14085, 2.63341, -1.09067)	(0.05263, 0.43236, -0.04978, -0.89879)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1064	0	
638134327048193502	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14091, 2.63339, -1.09069)	(0.05252, 0.43229, -0.04976, -0.89883)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1066	0	
638134327048423516	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14100, 2.63344, -1.09061)	(0.05254, 0.43233, -0.04985, -0.89880)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1068	0	
638134327048643591	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14108, 2.63339, -1.09068)	(0.05257, 0.43212, -0.04983, -0.89890)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1070	0	
638134327048753516	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14119, 2.63334, -1.09065)	(0.05264, 0.43213, -0.04986, -0.89889)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1071	0	
638134327048983492	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14125, 2.63333, -1.09066)	(0.05270, 0.43213, -0.04991, -0.89889)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1072	0	
638134327049195338	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14115, 2.63355, -1.09069)	(0.05284, 0.43213, -0.05017, -0.89886)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1075	0	
638134327049425345	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14130, 2.63348, -1.09076)	(0.05307, 0.43220, -0.05021, -0.89882)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1077	0	
638134327049635858	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14119, 2.63349, -1.09069)	(0.05311, 0.43232, -0.05030, -0.89875)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1079	0	
638134327049755853	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14126, 2.63349, -1.09069)	(0.05304, 0.43234, -0.05025, -0.89875)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1080	0	
638134327049965856	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14130, 2.63349, -1.09067)	(0.05299, 0.43245, -0.05022, -0.89870)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1082	0	
638134327050195860	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14107, 2.63352, -1.09057)	(0.05306, 0.43258, -0.05031, -0.89862)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1084	0	
638134327050545847	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14124, 2.63329, -1.09052)	(0.05314, 0.43272, -0.05037, -0.89855)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1086	0	
638134327050545847	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14124, 2.63329, -1.09052)	(0.05314, 0.43272, -0.05037, -0.89855)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1086	0	
638134327050755846	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14130, 2.63326, -1.09046)	(0.05321, 0.43261, -0.05022, -0.89861)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1089	0	
638134327050972843	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14141, 2.63325, -1.09051)	(0.05312, 0.43258, -0.05023, -0.89863)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1091	0	
638134327051189299	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14148, 2.63325, -1.09063)	(0.05323, 0.43258, -0.05026, -0.89862)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1093	0	
638134327051419378	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14158, 2.63321, -1.09071)	(0.05332, 0.43261, -0.05034, -0.89859)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1095	0	
638134327051639317	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14179, 2.63334, -1.09064)	(0.05335, 0.43276, -0.05024, -0.89853)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1097	0	
638134327051749342	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14159, 2.63342, -1.09057)	(0.05346, 0.43279, -0.05020, -0.89851)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1098	0	
638134327052099315	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14148, 2.63347, -1.09045)	(0.05337, 0.43285, -0.05016, -0.89848)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1100	0	
638134327052149437	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.14162, 2.63340, -1.09043)	(0.05317, 0.43282, -0.05012, -0.89852)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	(0.67709, 1.07746, -1.50045)	(-0.09665, -0.95672, 0.14501, -0.23305)	0	1101	0	
